index,ID,SMILES,InChIKey,Solubility,split,logp
6716,B-4539,COc1cc(ccc1O)C(O)=O,WKOLLVMJNQIZCI-UHFFFAOYSA-N,-2.0496,1,1.099
6717,B-454,O=C(Nc1ccccc1)Nc2ccccc2,GWEHVDNNLFDJLR-UHFFFAOYSA-N,-3.1508,1,3.3306000000000013
6718,B-4540,Nc1cc(Cl)cc(C(O)=O)c1Cl,HSSBORCLYSCBJR-UHFFFAOYSA-N,-2.4688,1,2.2738
6719,B-4541,Nc1ccc(cc1)C(O)=O,ALYNCZNDIQEVRV-UHFFFAOYSA-N,-1.3511,1,0.9670000000000001
6720,B-4542,OC(=O)c1c(O)cccc1O,AKEUNCKRJATALU-UHFFFAOYSA-N,-1.2074,1,0.7959999999999998
6721,B-4548,CCCCOC(=O)c1ccc(O)cc1,QFOHBWFCKVYLES-UHFFFAOYSA-N,-2.9723,1,2.349100000000001
6722,B-455,CCc1cc(CC)cc(CC)c1,WJYMPXJVHNDZHD-UHFFFAOYSA-N,-7.0641,1,3.373800000000002
6723,B-4550,COC(=O)c1ccccc1O,OSWPMRLSEDHDFF-UHFFFAOYSA-N,-1.313,1,1.1787999999999998
6724,B-4552,Nc1ccc(c(O)c1)C(=O)Oc2ccccc2,DNVVZWSVACQWJE-UHFFFAOYSA-N,-4.5152,1,2.1936
6725,B-4553,COC(=O)c1ccc(N)cc1,LZXXNPOYQCLXRS-UHFFFAOYSA-N,-1.5974,1,1.0554
6726,B-4554,CCCCCOC(=O)c1ccc(N)cc1,VKYWCHMXHQTCJQ-UHFFFAOYSA-N,-3.3499,1,2.6158
6727,B-4555,CCCCCCCOC(=O)c1ccc(N)cc1,IAHJVNSZPMIREM-UHFFFAOYSA-N,-4.6001,1,3.3960000000000017
6728,B-4556,CCCCCCCCOC(=O)c1ccc(N)cc1,XOEUGELJHSUYGP-UHFFFAOYSA-N,-5.3999,1,3.786100000000002
6729,B-4558,CCOC(C)OCC,DHKHKXVYLBGOIT-UHFFFAOYSA-N,-0.4291,1,1.4054
6730,B-4559,COCOC,NKDDWNXOKDWJAK-UHFFFAOYSA-N,0.506,1,0.23670000000000002
6731,B-456,CCN(CC)CN(CC)CC,UNEXJVCWJSHFNN-UHFFFAOYSA-N,-0.1995,1,1.6275
6732,B-4561,CC1OC(C)OC(C)O1,SQYNKIJPMDEDEG-UHFFFAOYSA-N,-0.0719,1,1.0877999999999999
6733,B-4562,CCOCOCC,KLKFAASOGCDTDT-UHFFFAOYSA-N,-0.1726,1,1.0169000000000001
6734,B-4563,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,UREBDLICKHMUKA-CXSFZGCWSA-N,-3.6444,1,1.8957000000000002
6735,B-4564,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,ALEXXDVDDISNDU-JZYPGELDSA-N,-4.4577,1,2.3524000000000003
6736,B-4565,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C,ITRJWOMZKQRYTA-RFZYENFJSA-N,-4.3037,1,2.560600000000001
6737,B-4566,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)CO,OMFXVFTZEKFJBZ-HJTSIMOOSA-N,-3.2408,1,2.666700000000002
6738,B-4569,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,LRJOMUJRLNCICJ-JZYPGELDSA-N,-4.3692,1,2.1284
6739,B-457,CC(O)CN(CCN(CC(C)O)CC(C)O)CC(C)O,NSOXQYCFHDMMGV-UHFFFAOYSA-N,0.534,1,-0.8863999999999979
6740,B-4570,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)CC(=O)[C@H]23,MFYSYFVPBJMHGN-ZPOLXVRWSA-N,-3.1097,1,1.9898
6741,B-4571,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,RJKFOVLPORLFTN-LEKSSAKUSA-N,-4.5526,1,4.723500000000005
6742,B-4572,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,GCKMFJBGXUYNAG-HLXURNFRSA-N,-3.9505,1,4.269300000000004
6743,B-4573,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O,MUMGGOZAMZWBJJ-DYKIIFRCSA-N,-4.0908,1,3.879200000000003
6744,B-4574,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CCC2=O,AEMFNILZOJDQLW-QAGGRKNESA-N,-3.6949,1,4.087400000000003
6745,B-4575,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)CO,ZESRJSPZRDMNHY-YFWFAHHUSA-N,-3.7446,1,3.695900000000003
6747,B-4577,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,DBPWSSGDRRHUNT-CEGNMAFCSA-N,-4.7076,1,3.8384000000000027
6748,B-4578,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,AAXVEMMRQDVLJB-BULBTXNYSA-N,-3.4342,1,1.8737
6749,B-458,C=CCN(CC=C)CC=C,VPYJNCGUESNPMV-UHFFFAOYSA-N,-1.7395,1,1.8464
6750,B-4580,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(C)=O)[C@@]3(C)C[C@H](O)[C@]2(F)[C@@]4(C)C=CC(=O)C=C14,FAOZLTXFLGPHNG-KNAQIMQKSA-N,-4.0986,1,2.923300000000001
6752,B-4582,FC1=CNC(=O)NC1=O,GHASVSINZRGABV-UHFFFAOYSA-N,-1.0689,1,-0.7977000000000001
6753,B-4583,CC1=CNC(=O)NC1=O,RWQNBRDOKXIBIV-UHFFFAOYSA-N,-1.5187,1,-0.6283800000000002
6754,B-4585,O=C1CNC(=O)N1,WJRBRSLFGCUECM-UHFFFAOYSA-N,-0.4016,1,-1.1742
6755,B-4586,CN1C=CC(=O)NC1=O,XBCXJKGHPABGSD-UHFFFAOYSA-N,-0.7998,1,-0.9264000000000001
6756,B-4590,CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2,WTYGAUXICFETTC-UHFFFAOYSA-N,-2.1693,1,1.2491999999999999
6757,B-4591,C=CCC1(CC=C)C(=O)NC(=O)NC1=O,FDQGNLOWMMVRQL-UHFFFAOYSA-N,-2.0608,1,0.491
6758,B-4593,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,VIROVYVQCGLCII-UHFFFAOYSA-N,-2.5743,1,1.1849999999999998
6759,B-4597,CC(C)C1(CC=C)C(=O)NC(=O)NC1=O,UORJNBVJVRLXMQ-UHFFFAOYSA-N,-1.712,1,0.5709000000000001
6760,B-46,CC1=CC(=O)NC(=S)N1,HWGBHCRJGXAGEU-UHFFFAOYSA-N,-2.4259,1,0.74091
6761,B-4601,Oc1cccnc1,GRFNBEZIAWKNCO-UHFFFAOYSA-N,-0.4557,1,0.7871999999999999
6762,B-4603,[O-]c1cccc2[nH+]cccc12,GYESAYHWISMZOK-UHFFFAOYSA-N,-2.5417,1,0.7275
6763,B-4604,Oc1ccc2ncccc2c1,OVYWMEWYEJLIER-UHFFFAOYSA-N,-2.1618,1,1.9403999999999997
6764,B-4605,Clc1nc(Cl)nc(Nc2ccccc2Cl)n1,IMHBYKMAHXWHRP-UHFFFAOYSA-N,-4.5371,1,3.575400000000001
6765,B-4609,CCNc1nc(NC(C)(C)C)nc(SC)n1,IROINLKCQGIITA-UHFFFAOYSA-N,-3.9847,1,2.2356999999999996
6766,B-461,CCCCN(CCCC)CCCC,IMFACGCPASFAPR-UHFFFAOYSA-N,-3.1157,1,3.6887000000000025
6767,B-4613,CCNc1nc(Cl)nc(n1)N(CC)CC,HFBWPRKWDIRYNX-UHFFFAOYSA-N,-4.0601,1,1.803
6768,B-4614,CC(C)Nc1nc(N)nc(Cl)n1,DFWFIQKMSFGDCQ-UHFFFAOYSA-N,-2.7063,1,0.9275
6769,B-4615,CSc1nc(NC(C)C)nc(NC(C)C)n1,AAEVYOVXGOFMJO-UHFFFAOYSA-N,-3.8642,1,2.2340999999999998
6770,B-4616,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,MZZBPDKVEFVLFF-UHFFFAOYSA-N,-3.151,1,1.6708799999999997
6771,B-4617,CCNc1nc(NC(C)(C)C)nc(OC)n1,BCQMBFHBDZVHKU-UHFFFAOYSA-N,-3.2388,1,1.5223999999999998
6772,B-4618,Brc1ccccn1,IMRWILPUOVGIMU-UHFFFAOYSA-N,-0.8806,1,1.8440999999999996
6773,B-4620,NC1(CCCC1)C(O)=O,NILQLFBWTXNUOE-UHFFFAOYSA-N,-0.4122,1,0.34249999999999975
6774,B-4622,NC(Cc1ccccc1)C(O)=O,COLNVLDHVKWLRT-UHFFFAOYSA-N,-1.0657,1,0.641
6775,B-4631,OC(=O)c1cccc(c1)C(O)=O,QQVIHTHCMHWDBS-UHFFFAOYSA-N,-3.2204,1,1.083
6776,B-4633,OC(=O)c1ccnc(c1)C(O)=O,MJIVRKPEXXHNJT-UHFFFAOYSA-N,-1.8268,1,0.478
6777,B-4634,OC(=O)c1ccc(nc1)C(O)=O,LVPMIMZXDYBCDF-UHFFFAOYSA-N,-2.1296,1,0.478
6778,B-4635,OC(=O)c1cccc(n1)C(O)=O,WJJMNDUMQPNECX-UHFFFAOYSA-N,-1.5241,1,0.47799999999999987
6779,B-4636,OC(=O)c1ccncc1C(O)=O,MUYSADWCWFFZKR-UHFFFAOYSA-N,-1.8538,1,0.478
6780,B-4637,OC(=O)c1cncc(c1)C(O)=O,MPFLRYZEEAQMLQ-UHFFFAOYSA-N,-2.223,1,0.478
6781,B-4638,OC(=O)c1cccnc1,PVNIIMVLHYAWGP-UHFFFAOYSA-N,-0.835,1,0.7797999999999999
6782,B-464,BrCCc1ccccc1,WMPPDTMATNBGJN-UHFFFAOYSA-N,-3.6757,1,2.6240000000000006
6783,B-4640,CCCCCCCC[S](=O)(=O)N[S](=O)(=O)CCCCCCCC,GLIMMBJQTXCOMG-UHFFFAOYSA-N,-3.9145,1,3.9566000000000034
6784,B-4641,NC(=O)CCl,VXIVSQZSERGHQP-UHFFFAOYSA-N,-0.0166,1,-0.2895000000000001
6785,B-4642,NC(=O)CBr,JUIKUQOUMZUFQT-UHFFFAOYSA-N,0.0643,1,-0.1333999999999999
6786,B-4643,CCC(Cl)(CC)C(N)=O,AFVUGDZUMJEIHX-UHFFFAOYSA-N,-1.0289,1,1.2692999999999999
6787,B-4645,NC(=O)C(Cl)CCl,SQGUQSRDWXDLIH-UHFFFAOYSA-N,-0.5138,1,0.31789999999999996
6788,B-4646,CN(C(C)=O)c1ccccc1,LMTGCJANOQOGPI-UHFFFAOYSA-N,-0.951,1,1.6693
6789,B-4647,CC(C)N(C(=O)CCl)c1ccccc1,MFOUDYKPLGXPGO-UHFFFAOYSA-N,-2.4806,1,2.666800000000001
6790,B-465,CNCc1ccccc1,RIWRFSMVIUAEBX-UHFFFAOYSA-N,0.9166,1,1.406
6791,B-4650,CCOCN(C(=O)CCl)c1c(C)cccc1CC,VTNQPKFIQCLBDU-UHFFFAOYSA-N,-3.0827,1,3.1232200000000017
6792,B-468,CC(=O)Nc1ccc(C)cc1,YICAMJWHIUMFDI-UHFFFAOYSA-N,-2.0946,1,1.95342
6793,B-47,NCCCC(O)=O,BTCSSZJGUNDROE-UHFFFAOYSA-N,1.1006,1,-0.19009999999999977
6794,B-470,CC(=O)Nc1ccc(cc1)/C=N/NC(N)=S,SRVJKTDHMYAMHA-WUXMJOGZSA-N,-3.429,1,0.8120999999999998
6795,B-471,Cc1ccc(cc1)[S](O)(=O)=O,JOXIMZWYDAKGHI-UHFFFAOYSA-N,0.5564,1,1.24172
6796,B-472,CCOCCOC(=O)/C=C/c1ccc(OC)cc1,CMDKPGRTAQVGFQ-RMKNXTFCSA-N,-2.6995,1,2.2881
6797,B-473,OCC(O)COc1ccc(Cl)cc1,MXOAEAUPQDYUQM-UHFFFAOYSA-N,-1.3067,1,1.072
6798,B-476,CCCCCCCCCCc1ccccc1,UZILCZKGXMQEQR-UHFFFAOYSA-N,-7.959,1,5.369800000000005
6799,B-478,OCC1CCC(CO)O1,YCZZQSFWHFBKMU-UHFFFAOYSA-N,0.8789,1,-0.4814000000000002
6800,B-48,C[C@@]12[C@H]3CC[C@H](O3)[C@]1(C)C(=O)OC2=O,DHZBEENLJMYSHQ-XCVPVQRUSA-N,-3.8156,1,0.6436
6801,B-484,CCCC(O)C#C,LTFTWJYRQNTCHI-UHFFFAOYSA-N,-0.4121,1,0.7806
6802,B-485,CCOC(=O)CCl,VEUUMBGHMNQHGO-UHFFFAOYSA-N,-0.8005,1,0.7883
6803,B-486,COC(=O)CC(C)=O,WRQNANDWMGAFTP-UHFFFAOYSA-N,0.6341,1,0.13849999999999985
6804,B-487,CCC(C)OC(C)=O,DCKVNWZUADLDEH-UHFFFAOYSA-N,-1.2727,1,1.3479999999999999
6805,B-491,CCCC(=O)OCCOC(=O)CCC,SFTRWCBAYKQWCS-UHFFFAOYSA-N,-2.6069,1,1.6729999999999998
6806,B-493,COCCOC(=O)CCCCC(=O)OCCOC,GVRNUDCCYWKHMV-UHFFFAOYSA-N,-1.2665,1,0.9259999999999999
6807,B-496,CCCCCCC(=O)OCC,TVQGDYNRXLTQAP-UHFFFAOYSA-N,-2.7369,1,2.5199000000000007
6808,B-497,CCCCCCCC(=O)OCC,YYZUSRORWSJGET-UHFFFAOYSA-N,-3.3907,1,2.910000000000001
6809,B-498,Oc1ccc(O)cc1.O=C2C=CC(=O)C=C2,BDJXVNRFAQSMAA-UHFFFAOYSA-N,-1.7305,1,1.3483999999999998
6810,B-499,CCCCC(=O)CC,NGAZZOYFWWSOGK-UHFFFAOYSA-N,-1.4242,1,2.1557000000000004
6811,B-5,CC(O)C(O)=O,JVTAAEKCZFNVCJ-UHFFFAOYSA-N,1.0454,1,-0.5482
6813,B-501,O=C1CNC(=O)CN1,BXRNXXXXHLBUKK-UHFFFAOYSA-N,-0.8312,1,-1.7675999999999992
6814,B-502,CC(O)COC(C)CO,DUFKCOQISQKSAV-UHFFFAOYSA-N,0.8723,1,-0.2354
6815,B-504,CCCCCC(=O)CC,RHLVCLIPMVJYKS-UHFFFAOYSA-N,-1.693,1,2.5458000000000007
6816,B-506,COC(=O)CCCCCCCCC(=O)OC,ALOUNLDAKADEEB-UHFFFAOYSA-N,-3.2831,1,2.4532000000000007
6817,B-508,BrCC#C,YORCIIVHUBAYBQ-UHFFFAOYSA-N,-0.9022,1,1.0145
6818,B-509,CCC#C,KDKYADYSIPSCCQ-UHFFFAOYSA-N,-1.2753,1,1.0295999999999998
6819,B-51,CCO[P](=S)(OCC)Oc1ccc2C(=C(Cl)C(=O)Oc2c1)C,BXNANOICGRISHX-UHFFFAOYSA-N,-5.3835,1,4.4311200000000035
6820,B-510,CCCS,SUVIGLJNEAMWEG-UHFFFAOYSA-N,-1.6021,1,1.3262
6821,B-511,ClCCBr,IBYHHJPAARCAIE-UHFFFAOYSA-N,-1.3177,1,1.6200999999999999
6822,B-512,ClCC=C,OSDWBNJEKMUWAV-UHFFFAOYSA-N,-1.3562,1,1.4112
6823,B-515,NCC=C,VVJKKWFAADXIJK-UHFFFAOYSA-N,1.2434,1,0.13110000000000005
6824,B-517,NCCN,PIICEJLVQHRZGT-UHFFFAOYSA-N,1.2211,1,-1.0962
6825,B-518,OCC=C,XXROGKLTLUQVRX-UHFFFAOYSA-N,1.236,1,0.16469999999999996
6826,B-520,OCCO,LYCAIKOWRPUZTN-UHFFFAOYSA-N,1.2071,1,-1.0290000000000001
6827,B-521,O=CC=O,LEQAOMBKQFMDFZ-UHFFFAOYSA-N,1.2363,1,-0.6158000000000001
6828,B-524,NCC[S](O)(=O)=O,XOAAWQZATWQOTB-UHFFFAOYSA-N,-0.1906,1,-1.1670999999999996
6829,B-525,OCC[S](O)(=O)=O,SUMDYPCJJOFFON-UHFFFAOYSA-N,0.8992,1,-1.1334999999999997
6830,B-526,CC(O)CC(C)(C)O,SVTBMSDMJJWYQN-UHFFFAOYSA-N,0.9275,1,0.5282
6831,B-527,CC(C)O[P](C)(F)=O,DYAHQFWOVKZOOW-UHFFFAOYSA-N,0.8536,1,2.2038
6832,B-529,CCO[P](=O)(OCC)O[P](=O)(OCC)OCC,IDCBOTIENDVCBQ-UHFFFAOYSA-N,0.5373,1,3.3652000000000024
6833,B-530,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,CXQXSVUQTKDNFP-UHFFFAOYSA-N,-6.8424,1,3.391200000000002
6834,B-532,NC(=O)OCC(Cl)(Cl)Cl,QPLJYAKLSCXZSF-UHFFFAOYSA-N,-1.2843,1,1.4519
6835,B-533,COC(C)(C)CC(C)=O,KOKPBCHLPVDQTK-UHFFFAOYSA-N,0.3326,1,1.3905
6836,B-534,CC(C)CCBr,YXZFFTJAHVMMLF-UHFFFAOYSA-N,-2.886,1,2.4274000000000004
6837,B-536,CC(O)CCO,PUPZLCDOIYMWBV-UHFFFAOYSA-N,1.0452,1,-0.25039999999999996
6838,B-537,CC(O)CC=O,HSJKGGMUJITCBW-UHFFFAOYSA-N,1.055,1,-0.043800000000000006
6839,B-538,NC(=O)CC#N,DGJMPUGMZIKDRO-UHFFFAOYSA-N,0.1893,1,-0.6146200000000002
6840,B-539,CCCC(O)=O,FERIUCNNQQJTOY-UHFFFAOYSA-N,-0.1669,1,0.8711
6841,B-542,CNCC(O)=O,FSYKKLYZXJSNPZ-UHFFFAOYSA-N,0.5273,1,-0.7096000000000002
6842,B-544,CN(C)CCO,UEEJHVSXFDXPFK-UHFFFAOYSA-N,1.0499,1,-0.45970000000000016
6843,B-545,CC(C)CC(C)C,BZHMBWZPUJHVEE-UHFFFAOYSA-N,-4.2605,1,2.6885000000000012
6844,B-546,CC(C)CC(C)O,WVYWICLMDOOCFB-UHFFFAOYSA-N,-0.7945,1,1.4133
6845,B-549,CC(=O)OC(C)=O,WFDIJRYMOXRFFG-UHFFFAOYSA-N,0.0702,1,0.09600000000000009
6846,B-550,C=C1OC(=O)C=C1,RNYZJZKPGHQTJR-UHFFFAOYSA-N,-0.9827,1,0.6131
6847,B-551,CCO[P](=O)(OCC)Oc1cc(C)[nH]n1,CDCTYRNLXFEDHC-UHFFFAOYSA-N,-2.3696,1,2.2780199999999997
6848,B-552,Cc1cccc(Cl)c1,OSOUNOBYRMOXQQ-UHFFFAOYSA-N,-3.5228,1,2.6484200000000007
6849,B-553,CC1OC(C)OC(C)OC(C)O1,GKKDCARASOJPNG-UHFFFAOYSA-N,-2.8997,1,1.4504
6850,B-554,CCOC(=O)CC(C)C,PPXUHEORWJQRHJ-UHFFFAOYSA-N,-1.8135,1,1.5956000000000001
6851,B-556,Cc1cc(C)nc(C)c1,BWZVCCNYKMEVEX-UHFFFAOYSA-N,-0.5394,1,2.00686
6852,B-56,NCCCCC(N)C(O)=O,KDXKERNSBIXSRK-UHFFFAOYSA-N,0.8351,1,-0.4726999999999995
6853,B-561,CC(C)CC(C)OC(C)=O,CPIVYSAVIPTCCX-UHFFFAOYSA-N,-2.0451,1,1.9841
6854,B-563,Cc1ccncc1,FKNQCJSGGFJEIZ-UHFFFAOYSA-N,1.0309,1,1.39002
6855,B-565,Sc1ccccc1,RMVRSNDYEFQCLF-UHFFFAOYSA-N,-2.1204,1,1.9752999999999996
6856,B-566,Cc1cccnc1,ITQTTZVARXURQS-UHFFFAOYSA-N,1.0309,1,1.39002
6857,B-567,CN1CCOCC1,SJRJJKPEHAURKC-UHFFFAOYSA-N,0.995,1,-0.05160000000000009
6858,B-569,CC1CNCCN1,JOMNTHCQHJPVAZ-UHFFFAOYSA-N,0.6378,1,-0.4323000000000001
6859,B-570,Cc1cnccn1,CAWHJQAVHZEVTJ-UHFFFAOYSA-N,1.0263,1,0.7850199999999998
6860,B-572,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,PYGXAGIECVVIOZ-UHFFFAOYSA-N,-3.8955,1,4.7938000000000045
6861,B-573,CCOCCOC(=O)CCCCC(=O)OCCOCC,NJEMMCIKSMMBDM-UHFFFAOYSA-N,-2.065,1,1.7062
6862,B-574,CCC#CC(C)O,IFCAMPHNVKBSTF-UHFFFAOYSA-N,-0.4121,1,0.7806
6863,B-575,CC(C)COC=C,OZCMOJQQLBXBKI-UHFFFAOYSA-N,-1.5236,1,1.8025
6864,B-578,BrCCCBr,VEFLKXRACNJHOV-UHFFFAOYSA-N,-2.0747,1,2.1663000000000006
6865,B-58,OCC(O)CO[P](O)(O)=O,AWUCVROLDVIAJX-UHFFFAOYSA-N,0.7643,1,-1.5511000000000001
6866,B-580,CC\C=C/C,QMMOXUPEWRXHJS-HYXAFXHYSA-N,-2.5384,1,1.9725
6867,B-581,CCCCN,HQABUPZFAYXKJW-UHFFFAOYSA-N,1.1359,1,0.7452000000000001
6868,B-582,OCCC#N,WSGYTJNNHPZFKR-UHFFFAOYSA-N,1.1483,1,-0.10762000000000005
6869,B-583,CCCCS,WQAQPCDUOCURKW-UHFFFAOYSA-N,-2.1792,1,1.7163
6870,B-585,NNCCO,GBHCABUWWQUMAJ-UHFFFAOYSA-N,1.1186,1,-1.5579999999999998
6871,B-586,COCCO,XNWFRZJHXBZDAG-UHFFFAOYSA-N,1.1186,1,-0.37489999999999996
6872,B-59,C=CCN=C=S,ZOJBYZNEUISWFT-UHFFFAOYSA-N,-1.6953,1,1.2752
6873,B-592,CC(C)COC(C)=O,GJRQTCIYDGXPES-UHFFFAOYSA-N,-1.2657,1,1.2055
6874,B-593,CC(C)=NNC(N)=O,HQDAJGNZGNZGCO-UHFFFAOYSA-N,-0.2674,1,0.050500000000000156
6875,B-594,CCCCCCCCCC(=O)OCC,RGXWDWUGBIJHDO-UHFFFAOYSA-N,-4.1006,1,3.6902000000000026
6876,B-595,CCOC(=O)CCCCCCCCC(=O)OCC,ONKUXPIBXRRIDU-UHFFFAOYSA-N,-3.5091,1,3.2334000000000023
6877,B-596,CC(C)CCOC=O,XKYICAQFSCFURC-UHFFFAOYSA-N,-1.5206,1,1.2055
6878,B-597,COCCOC(C)=O,XLLIQLLCWZCATF-UHFFFAOYSA-N,0.9276,1,0.19590000000000019
6879,B-599,ClCCCCCl,KJDRSWPQXHESDQ-UHFFFAOYSA-N,-0.92,1,2.2442
6880,B-6,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,VOXZDWNPVJITMN-ZBRFXRBCSA-N,-4.8789,1,3.6092000000000026
6881,B-600,ClC/C=C/CCl,FQDIANVAWVHZIR-OWOJBTEDSA-N,-2.1675,1,2.0202
6882,B-601,CCCCCN,DPBLXKKOBLCELK-UHFFFAOYSA-N,1.0597,1,1.1353
6883,B-605,CCCCCS,ZRKMQKLGEQPLNS-UHFFFAOYSA-N,-2.8248,1,2.1064000000000003
6884,B-607,ClCCOC=C,DNJRKFKAFWSXSE-UHFFFAOYSA-N,-2.3951,1,1.3853
6885,B-608,CCOCCO,ZNQVEEAIQZEUHB-UHFFFAOYSA-N,1.0452,1,0.015200000000000047
6886,B-609,C1CNCCN1,GLUUGHFHXGJENI-UHFFFAOYSA-N,1.0648,1,-0.8208
6887,B-61,CN(C)N,RHUYHJGZWVXEHW-UHFFFAOYSA-N,1.2211,1,-0.5783
6888,B-611,C1COCCN1,YNAVUWVOSKDBBP-UHFFFAOYSA-N,1.0599,1,-0.3938000000000001
6889,B-613,CC[C@H](C)[NH2+][C@H](C)CC,OBYVIBDTOCAXSN-OCAPTIKFSA-O,-1.769,1,1.1468
6890,B-615,OC(=O)COCC(O)=O,QEVGZEDELICMKH-UHFFFAOYSA-N,0.4927,1,-0.8277999999999999
6891,B-617,CCCCCCC(O)=O,MNWFXJYAOYHMED-UHFFFAOYSA-N,-1.6646,1,2.0414
6892,B-618,CCOCCOC(C)=O,SVONRAPFKPVNKG-UHFFFAOYSA-N,0.2716,1,0.5860000000000001
6893,B-620,OC(=O)CCCCCCCCC(O)=O,CXMXRPHRNRROMY-UHFFFAOYSA-N,-2.3059,1,2.2763999999999998
6894,B-621,[O-][N+](=O)OCCOCCOCCO[N+]([O-])=O,AGCQZYRSTIRJFM-UHFFFAOYSA-N,-1.561,1,-0.5638000000000001
6895,B-623,NCCNCCN,RPNUMPOLZDHAAY-UHFFFAOYSA-N,0.9864,1,-1.506599999999999
6896,B-63,CCOC(=O)C1(CCN(C)CC1)c2ccccc2,XADCESSVHJOZHK-UHFFFAOYSA-N,-1.8861,1,2.2131
6897,B-633,COCCOCCO,SBASXUCJHJRPEV-UHFFFAOYSA-N,0.9203,1,-0.3583
6898,B-634,CCCCCCCCC,BKIMMITUMNQMOS-UHFFFAOYSA-N,-5.7657,1,3.7569000000000026
6899,B-637,CCOCCOCCO,XXJWXESWEXIICW-UHFFFAOYSA-N,0.8723,1,0.031799999999999884
6900,B-638,ClCCOCOCCCl,NLXGURFLBLRZRO-UHFFFAOYSA-N,-1.3461,1,1.4547
6901,B-64,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,BJHIKXHVCXFQLS-UYFOZJQFSA-N,0.6353,1,-3.3771999999999998
6902,B-640,CCCCOCCOC(C)=O,NQBXSWAWVZHKBZ-UHFFFAOYSA-N,-1.2504,1,1.3662
6903,B-643,ClCCOCCOCCCl,AGYUOJIYYGGHKV-UHFFFAOYSA-N,-0.9955,1,1.4971999999999999
6904,B-645,CCCCOCCOCCO,OAYXUHPQHDHDDZ-UHFFFAOYSA-N,0.7899,1,0.812
6905,B-646,COCCOCCOCCO,JLGLQAWTXXGVEM-UHFFFAOYSA-N,0.7846,1,-0.34170000000000006
6906,B-647,CCOCCOCCOCC,RRQYJINTUHWNHW-UHFFFAOYSA-N,0.7899,1,1.076
6907,B-648,CCOCCOCCOCCO,WFSMVVDJSNMRAR-UHFFFAOYSA-N,0.749,1,0.04839999999999983
6908,B-65,OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,CZMRCDWAGMRECN-UGDNZRGBSA-N,0.7878,1,-5.395599999999993
6909,B-650,CCCCCCOCCOCCO,GZMAAYIALGURDQ-UHFFFAOYSA-N,-1.049,1,1.5922
6910,B-655,CCCCCCCCCCCCCCCCCCCC,CBFCDTFDPHXCNY-UHFFFAOYSA-N,-8.1724,1,8.048000000000007
6911,B-656,CNC(=O)Oc1ccccc1OC(C)C,ISRUGXGCCGIOQO-UHFFFAOYSA-N,-2.0512,1,2.192
6912,B-66,CC(O)CO,DNIAPMSPPWPWGF-UHFFFAOYSA-N,1.1186,1,-0.6405000000000001
6913,B-661,CN(C)[P](F)(=O)N(C)C,PGJBQBDNXAZHBP-UHFFFAOYSA-N,0.8121,1,1.1872
6914,B-662,OC(=O)C1C(C(O)=O)C2(Cl)C(=C(Cl)C1(Cl)C2(Cl)Cl)Cl,DJKGDNKYTKCJKD-UHFFFAOYSA-N,-2.0457,1,3.2335000000000003
